agss_BmV18hpi_a	agss_BmV18hpi_b	agss_BmV4dpi_a	agss_BmV4dpi_b	polyAs_BmV4dpi_a	polyAs_BmV4dpi_b	agss_BmV8dpi_a	agss_BmV8dpi_b	polyAs_BmV8dpi_a	polyAs_BmV8dpi_b	polyAs_BmViL3_a	polyAs_BmViL3_b	polyAs_Bm1dpi_a	polyAs_Bm1dpi_b	polyAs_Bm2dpi_a	polyAs_Bm2dpi_b	polyAs_Bm3dpi_a	polyAs_Bm3dpi_b	polyAs_Bm4dpi_a	polyAs_Bm4dpi_b	polyAs_Bm8dpi_a	polyAs_Bm8dpi_b	polyAs_Bm20dpiM_a	polyAs_Bm20dpiM_b	polyAs_Bm24dpiF_a	polyAs_Bm24dpiF_b	polyAs_BmAM_a	polyAs_BmAM_b	polyAs_BmAF_a	polyAs_BmAF_b	polyAs_BmAF_c	polyAs_BmAF_d	polyAs_BmEm_a	polyAs_BmEm_b	polyAs_BmIMF_a	polyAs_BmIMF_b	polyAs_BmMMF_a	polyAs_BmMMF_b
Gene:WBGene00222710	1609	1795	3879	3354	147	189	26551	38832	3590	3558	12759	14457	1088	1938	1138	1393	2890	4516	2797	2666	8725	9680	9943	11096	11298	14844	10652	9585	3499	4307	3781	4772	704	652	1224	994	1735	739
Gene:WBGene00222711	162	90	779	645	39	55	703	839	83	96	510	624	79	121	53	84	249	358	336	351	171	167	134	148	76	33	65	67	194	206	183	226	590	658	230	125	381	69
Gene:WBGene00222712	4595	5312	7273	5869	228	214	12244	14968	956	730	6279	6872	688	1106	592	1319	3079	3697	2886	2478	2450	2156	2969	3327	2567	2898	3742	3314	3362	3602	2899	3393	6035	6127	1443	1222	2826	875
Gene:WBGene00222714	1503	2416	5734	4809	307	399	6792	7902	1229	1278	9213	8447	1371	1757	1068	1311	3901	3363	3458	3015	2168	2684	4619	5297	4827	4404	16430	14772	6779	7113	6263	6686	5117	5113	2416	2871	2721	1986
Gene:WBGene00222715	7111	5887	12455	11005	471	624	13882	16695	1750	1422	7041	8963	2087	3758	1915	4194	6247	7360	6663	6192	6788	5716	6025	6110	5234	6454	9102	7494	7509	8123	5947	7768	11241	10962	3124	2576	6633	1568
Gene:WBGene00222716	0	0	0	16	0	0	11	8	1	0	2	0	3	1	1	2	9	3	944	959	10	12	56	27	46	50	17	8	221	220	271	327	226	234	1	2	3	0
Gene:WBGene00222717	10319	13100	34435	29168	942	1144	75978	96836	4995	5060	30014	31465	4665	5893	3410	6669	17206	18341	12757	10994	11552	10723	11433	12617	10262	11543	10490	8996	6506	6843	5507	6892	9130	9023	2921	2914	5565	2205
Gene:WBGene00222718	1453	2505	4584	3821	285	281	6577	7528	916	760	4777	4484	523	812	482	514	2076	2119	2439	2034	1180	1314	2692	2810	2383	2288	3397	2945	2884	3129	2759	3110	3771	3837	755	724	922	534
Gene:WBGene00222719	675	811	3328	2906	191	244	4530	5139	557	451	2225	2351	599	850	508	900	1783	2148	1667	1545	1626	1503	2046	2383	2032	2088	2893	2424	1861	2059	1599	1969	1816	1970	600	460	963	263
Gene:WBGene00222720	2567	4156	13714	12916	496	543	11191	13006	963	883	4429	4753	716	1028	609	1224	3331	3822	2855	2455	2967	2709	3890	4422	3863	4262	8135	7231	6760	7657	6032	6904	7682	7073	1159	924	1880	585
Gene:WBGene00222722	174	143	809	948	58	61	923	1147	155	109	303	362	377	528	299	701	477	674	1419	1280	335	300	414	371	255	355	722	727	586	572	411	542	692	870	1524	917	2531	511
Gene:WBGene00222723	3	5	17	28	2	0	2367	2747	326	274	267	344	38	81	66	76	164	190	143	141	81	94	37	47	50	44	1306	1291	168	164	136	175	20	29	18	17	29	16
Gene:WBGene00222724	1692	2513	5997	4827	263	297	4140	5135	627	478	2531	3086	641	1075	634	1044	2089	2535	2107	1850	2487	2249	2492	3160	2908	3336	6449	5756	5052	5307	3997	4816	6536	6424	1148	988	1861	585
Gene:WBGene00222725	3767	4773	15243	13223	707	920	9297	11301	1245	1072	5986	6622	1180	2112	1101	2019	4319	5330	4237	3653	4117	3776	4190	4295	3323	4963	6853	6023	4850	5390	3981	5033	4960	5076	1351	1216	2856	1008
Gene:WBGene00222727	87	28	1267	801	61	48	2662	2922	354	261	578	712	156	138	70	193	2484	2166	13232	12401	224	251	1028	909	296	629	48	45	2740	3082	2031	2830	3649	3865	50	23	54	18
Gene:WBGene00222728	2564	3788	11660	8749	478	590	22588	26406	2817	2376	10363	11489	1059	832	607	3224	16013	16945	19051	20116	10158	8678	14512	14471	15300	16083	11160	9309	5071	5748	4384	5815	6020	6608	870	967	1984	679
Gene:WBGene00222729	2	5	353	195	3	15	1195	1122	66	59	419	533	40	65	26	40	88	103	123	72	164	118	175	156	152	168	103	79	80	68	71	90	92	91	56	40	137	35
Gene:WBGene00222731	2209	2600	5791	5104	264	384	7660	8999	942	805	9074	10853	773	968	563	2281	3607	4304	3631	3263	2725	2493	4067	4248	3488	4280	12221	10953	6081	6535	5522	6241	10767	10461	1883	2364	4325	1485
Gene:WBGene00222732	1452	1329	6492	6175	350	412	30195	37925	3144	2648	6286	5828	1794	2381	1410	3070	4513	4820	3657	2907	8095	6625	5080	5442	4399	5193	3961	3295	3374	3388	2871	3647	4291	4464	1303	856	2590	527
Gene:WBGene00222734	2935	3864	4962	4467	216	227	6128	7388	706	567	4245	4430	638	896	583	953	2752	2926	2512	1926	2228	1893	2782	3067	2670	2699	4170	3485	3015	3409	2645	3098	4598	4785	897	712	1683	575
Gene:WBGene00222735	213	130	991	876	53	64	1246	1561	283	234	1277	1555	92	173	95	116	259	412	245	210	1130	1143	1134	1279	1183	1162	1536	1105	1195	1213	1266	1754	325	344	522	217	560	150
Gene:WBGene00222736	24	89	222	212	26	43	130	185	62	53	276	234	39	46	27	83	173	189	168	187	132	128	158	148	138	184	164	154	190	247	187	233	293	326	90	70	186	42
Gene:WBGene00222739	1123	997	4573	3334	284	290	4238	4666	693	635	4162	4074	836	1263	711	1154	3027	3699	3054	2962	2368	2553	3045	3326	2823	3161	4262	3558	3336	3493	2924	3428	3693	3609	589	424	883	280
Gene:WBGene00222740	5	28	154	218	10	3	986	1144	113	98	676	680	121	91	71	180	588	617	367	286	399	347	1052	1361	974	1242	6174	5504	255	279	206	271	152	121	5	5	5	1
Gene:WBGene00222742	1	37	504	443	19	21	431	507	50	41	133	163	32	49	16	43	100	101	101	116	129	112	94	107	92	154	12	13	111	122	91	131	196	248	133	47	126	34
Gene:WBGene00222743	1158	1003	2494	2049	125	207	3243	3713	406	306	2285	2388	388	533	343	432	1311	1432	1126	1051	1159	1072	1416	1603	1473	1385	2006	1886	1732	1723	1475	1610	1290	1365	487	327	668	196
Gene:WBGene00222744	6823	8568	23018	18822	995	1201	19929	23804	2445	1996	13239	14376	1329	1629	1039	2309	8860	8290	6411	5931	6588	6171	7980	8563	7662	8411	15272	14087	7956	8389	6843	7938	8051	8014	1078	2011	2510	997
Gene:WBGene00222745	1162	1734	4276	3716	113	151	11129	13157	790	681	4885	5279	561	878	500	1099	2203	2602	1937	1561	1621	1354	1584	1709	1277	1156	5101	4460	1761	1685	1535	1817	2385	2624	1713	1209	3100	826
Gene:WBGene00222746	0	1	222	183	0	43	208	170	11	19	32	6	27	12	4	23	200	142	39	29	18	14	266	293	152	130	24	9	9	5	2	5	7	14	2	1	6	0
Gene:WBGene00222747	3279	2549	6768	5902	150	175	14658	17683	825	782	4323	4389	677	1012	573	1111	2100	2753	2290	1844	1818	1608	2849	2587	2215	2562	2673	2209	3344	3683	2798	3595	3945	4410	1154	1001	2348	734
Gene:WBGene00222748	315	562	227	263	12	5	10152	10533	873	637	656	656	123	140	101	249	643	582	433	335	1368	1302	1015	1015	618	555	1077	1037	191	199	193	182	188	175	133	124	359	104
Gene:WBGene00222749	458	696	3557	3399	172	274	15052	15081	2341	1737	1610	1852	465	730	379	804	1564	1873	531	574	4827	5417	2494	3006	2616	2776	1316	1227	1238	1348	1141	1436	5887	5700	698	361	1044	274
Gene:WBGene00222750	132	601	1749	1367	93	108	3428	3956	552	454	2597	2586	362	481	272	688	1890	2004	1720	1447	1217	979	1770	1915	1238	1223	1624	1318	1340	1313	1082	1411	1926	1994	903	535	1735	322
Gene:WBGene00222751	250	469	891	693	45	42	416	454	35	43	16	21	2	0	0	6	4	10	7	2	13	18	72	64	48	92	131	123	599	728	461	415	549	511	44	19	53	33
Gene:WBGene00222752	0	0	0	2	0	0	5	1	0	0	2	10	1	0	0	0	1	0	3	8	3	0	0	0	0	3	0	0	107	103	76	99	103	98	0	0	0	0
Gene:WBGene00222753	1907	1861	4417	3817	339	345	8817	12348	1877	2071	13361	11489	739	1116	722	754	2146	2907	1960	1724	2194	2133	2178	2732	2727	2899	3450	2872	3068	2993	2698	2985	3055	3107	622	406	869	350
Gene:WBGene00222754	2193	2194	7654	6044	326	442	6821	8067	941	783	6016	6827	1019	1402	777	1757	3683	4545	2841	2499	3391	3343	3858	4536	3482	4271	3070	2596	5008	5275	4055	4792	9727	9044	1106	841	1843	614
Gene:WBGene00222755	3	74	173	199	8	6	787	792	101	54	208	169	736	630	317	1010	2834	3429	1534	1334	885	888	3451	3393	2747	3045	1212	1011	723	646	717	733	314	385	4	3	9	4
Gene:WBGene00222756	539	736	1973	1634	85	72	4897	6525	650	596	2302	2505	393	548	267	573	2272	2839	2771	2507	1567	1494	2368	2703	2375	3106	2019	1958	1448	1299	1071	1299	1327	1485	405	404	649	286
Gene:WBGene00222757	469	816	3006	2821	195	241	4540	5193	787	643	2431	2699	665	1072	505	1596	2353	2704	4338	3800	1920	1699	2100	2027	1476	2491	2014	1874	2850	3069	2319	2674	5270	5228	1063	1147	2126	671
Gene:WBGene00222758	21	30	122	101	8	20	4224	6084	1215	1165	14725	14022	480	870	525	507	1765	2202	1086	881	958	1177	1222	1531	1307	1938	475	429	554	495	498	528	293	350	107	74	109	48
Gene:WBGene00222759	210	208	874	918	52	58	7517	9230	1093	1019	5267	5680	552	899	487	747	1927	2271	1359	1079	913	1115	376	462	192	277	351	286	332	409	280	339	111	130	152	73	213	51
Gene:WBGene00222760	279	100	1064	850	19	53	1464	1791	207	257	1607	1703	186	307	204	229	398	645	363	376	466	501	353	326	144	259	283	212	422	422	339	408	617	681	530	279	777	181
Gene:WBGene00222761	1731	2149	5802	5097	286	363	16365	21674	2337	2222	28233	32406	854	1290	670	2402	6049	7360	6091	5716	4787	4575	8660	7793	7786	7368	6201	4740	6132	6194	4989	6341	5045	5392	1415	1571	3090	895
Gene:WBGene00222762	10	7	2894	1671	165	162	2811	3015	438	324	224	219	13	17	13	13	87	56	24444	24205	42	156	24	21	1338	2196	33	23	186	159	155	152	172	170	2	3	6	1
Gene:WBGene00222763	518	724	4112	3405	143	166	6860	8495	588	527	6191	6897	1568	1886	1110	2374	6109	8118	3275	2857	3805	3449	5971	6455	6018	8226	3478	3041	2587	2769	2144	2960	6356	6855	840	791	1759	540
Gene:WBGene00222764	1799	1427	3264	2761	137	178	2684	3098	409	331	1671	1692	459	583	334	538	1110	1233	908	925	1106	952	1138	1315	1136	1211	1898	1628	2455	2712	2232	2611	2449	2620	757	596	1382	369
Gene:WBGene00222765	819	1226	3122	2717	159	188	7921	9688	1209	1017	6927	7996	942	1552	859	1792	3095	4095	3231	2968	3444	3185	5280	5286	3457	4454	5033	3802	2948	2646	2333	3185	4112	4462	1319	1239	2193	731
Gene:WBGene00222766	8	24	99	58	6	8	82	77	3	22	56	77	27	43	26	39	121	164	129	118	173	150	148	164	124	182	313	243	1460	1691	795	1043	105	109	35	44	40	21
Gene:WBGene00222767	0	9	0	12	0	2	71	110	33	3	95	83	4	11	7	7	32	25	12	24	48	40	92	121	69	31	229	270	57	63	53	42	47	50	16	14	18	3
Gene:WBGene00222768	2364	2545	6436	5295	209	194	7491	9668	767	556	3760	4256	417	643	348	974	2603	2857	2423	2172	2940	2607	2343	2681	2378	2667	1978	1558	3858	3868	3438	3724	3540	3629	247	354	868	330
Gene:WBGene00222769	5181	5104	7924	7002	140	217	14956	17797	852	696	5383	5941	751	1069	630	1231	2189	2516	1792	1606	1705	1526	2160	2544	1834	2063	3668	3257	3705	3819	2955	3582	5518	5398	1859	1430	3347	1052
Gene:WBGene00222770	3776	5001	6951	5831	294	419	9868	11241	1216	946	6870	7665	712	1363	716	1178	3394	4192	2809	2444	2479	2197	2939	3023	2214	2839	3360	2971	5316	5929	4625	5045	7247	7426	1612	1459	2862	870
Gene:WBGene00222771	26	21	126	99	1	0	13572	19469	1079	1262	30134	25773	901	1666	1071	1085	3300	5074	1491	1418	6162	7458	3814	4407	3745	4732	3655	2929	771	1130	1082	606	44	94	11	5	41	7
Gene:WBGene00222772	3214	4243	20269	17184	655	805	21535	28252	2782	2257	1448	1597	3055	4466	2743	2867	12420	17501	10704	10896	12293	11415	9419	12650	10167	12305	7662	7146	6195	6117	5281	6723	4332	3895	1075	509	1480	459
Gene:WBGene00222773	243	324	1930	1629	221	270	14811	18827	5287	4811	13135	12316	2748	2709	1877	3830	19690	19702	21402	18783	13139	15366	17525	18369	13140	13572	25019	20318	7817	8110	6658	7549	2056	2568	2301	2994	2668	1737
Gene:WBGene00222774	1535	1860	3182	2631	151	200	4249	4978	495	447	3466	3569	505	725	421	585	1241	1327	1125	1055	984	906	1278	1455	954	1263	2717	2200	2478	2639	1860	2468	3914	3844	1067	696	1572	455
Gene:WBGene00222775	2	148	418	308	32	12	595	646	49	51	330	353	87	164	71	111	295	360	320	270	466	406	435	455	370	405	328	261	187	146	168	213	204	205	59	35	72	30
Gene:WBGene00222776	3928	4001	11574	9484	571	753	12673	15127	2113	1810	11021	11764	1883	2866	1549	2143	5084	6302	4811	4269	4463	4710	6811	7586	6268	6399	11630	9731	7193	7295	6604	6814	7242	7139	1486	1342	2778	959
Gene:WBGene00222777	1022	935	14072	11014	292	332	11974	11834	868	530	1625	1847	691	616	402	1751	6020	5614	10386	10392	2903	2676	3134	3021	3585	3675	3792	3256	8455	9039	7632	8642	7890	7890	282	439	482	249
Gene:WBGene00222778	1972	2465	7572	6436	306	378	11686	13409	1179	1042	7439	7930	1183	1650	903	2104	2669	3079	2472	2440	2034	1742	2222	2164	1726	1925	4795	4062	4056	4445	3811	4283	5955	6136	2695	2265	5190	1931
Gene:WBGene00222779	3173	4253	8837	8881	392	445	16517	21298	1931	1604	10662	13513	2266	3132	1670	4513	6997	7220	6737	6011	6741	5785	8408	8341	6978	8561	27858	24224	8931	10210	7254	9398	8767	9217	3381	2943	6977	1977
Gene:WBGene00222780	572	272	396	472	13	30	590	604	76	100	461	684	76	109	58	72	184	197	195	127	104	111	224	204	28	26	629	570	2124	1960	2045	1853	2203	2236	665	561	1106	295
Gene:WBGene00222781	0	44	48	68	3	2	69	132	27	12	164	169	30	48	45	42	129	166	136	107	88	94	143	140	71	127	294	268	74	68	62	62	28	28	54	59	82	53
Gene:WBGene00222782	509	1047	6482	5500	165	198	13961	15314	813	674	2160	2179	419	519	284	592	1377	1513	1566	1468	1126	1057	1027	1190	1047	1403	2508	2134	1699	1781	1503	1591	2859	2639	345	416	628	221
Gene:WBGene00222783	2718	2927	5165	4297	258	244	7220	8021	887	746	4377	4777	950	1710	888	1594	2941	3591	2629	2325	2527	2031	2668	2681	2234	2563	6350	5383	4187	4614	3520	4171	5297	5331	1443	1199	2690	762
Gene:WBGene00222784	3637	4039	11411	9259	203	234	10346	11753	587	443	3315	3243	520	937	539	979	1740	1873	1533	1392	1540	1408	1844	1959	1525	1842	4188	3666	4188	4626	3516	4366	5723	5776	1018	755	2215	562
Gene:WBGene00222785	2168	2717	9022	7831	530	729	8043	9223	1346	1063	4696	4831	937	1440	790	1352	3214	3303	2848	2432	3365	3276	3471	3438	3388	3646	9393	8084	8768	10183	7974	9718	11030	10554	1450	1132	3238	703
Gene:WBGene00222787	281	419	4992	3886	195	187	13821	17264	1459	1490	14558	15689	1585	2629	1446	2681	5266	5969	5156	4615	3220	2944	4943	5412	4186	4215	5361	4063	4447	4682	3954	4604	3146	3325	345	254	680	159
Gene:WBGene00222788	239	432	731	651	33	47	1632	1787	173	167	1514	1501	279	494	256	423	801	896	896	804	625	522	1150	1392	1018	1012	1306	1077	1204	1324	882	1221	2009	1872	483	354	772	223
Gene:WBGene00222789	639	1695	1551	1403	88	118	25638	35698	3627	3508	26912	33828	266	587	273	563	1347	1634	1361	1103	1181	1283	904	1032	767	883	1676	1343	6764	6878	6531	6387	5282	5298	612	653	1290	458
Gene:WBGene00222790	1063	1187	3008	2468	137	187	5888	7464	920	849	9054	7753	577	619	436	665	2620	2771	2219	2215	1852	1893	1803	2176	1883	2327	2579	2447	2247	2280	2119	2188	2343	2273	844	574	968	341
Gene:WBGene00222791	647	753	1976	1930	112	149	3067	3727	595	380	4066	3940	702	867	537	839	2237	2850	2051	2074	1642	1830	2475	2526	2503	2811	3329	2679	1913	2275	1583	1914	1605	1678	553	368	818	239
Gene:WBGene00222792	4183	5637	17834	15444	391	520	20656	24949	1278	1134	8239	9262	1080	940	530	2347	4894	6098	3920	3526	2643	2381	4999	5667	5058	4827	6040	5037	7162	7980	7576	7757	9892	9610	1346	1357	3020	1011
Gene:WBGene00222793	813	872	1159	1061	83	103	1429	1567	253	264	1473	1326	184	289	187	239	722	824	600	586	712	625	724	833	670	818	1491	1338	656	736	532	646	656	724	231	278	420	158
Gene:WBGene00222794	79	355	1951	1786	131	131	2512	2783	236	244	2348	2479	267	241	135	300	1495	1991	1235	1061	706	655	1622	1649	1656	1995	908	857	564	566	368	626	404	426	184	127	346	83
Gene:WBGene00222795	919	669	3547	3517	77	148	9506	12374	993	820	5565	6346	1028	1421	791	1588	4450	4472	5136	4657	3886	3361	4559	4083	3373	3973	11090	10581	2450	2568	2064	2554	1862	2058	1178	890	2580	715
Gene:WBGene00222796	1	37	40	44	5	7	1233	1447	423	341	2071	2129	109	176	132	218	846	915	873	683	1282	1076	599	727	876	1232	356	273	130	181	137	178	126	135	42	31	69	4
Gene:WBGene00222797	18	85	415	277	29	15	124	206	18	10	41	69	8	19	6	10	33	69	30	40	36	45	16	42	5	0	4	0	368	369	271	357	911	878	23	16	40	6
Gene:WBGene00222798	8433	10368	17828	15657	393	572	42409	50506	3114	2408	17588	18008	1160	1984	993	2289	5967	7416	5735	5078	4437	3917	6547	6819	5622	6118	6251	5430	6742	7360	5814	7211	10416	10404	2376	2108	4497	1385
Gene:WBGene00222799	423	325	2463	2154	74	106	7260	9145	984	823	4069	4374	444	699	416	614	2262	2726	3384	3450	1246	1235	3234	3278	2418	2248	1347	1011	1544	1640	1653	2083	1544	1628	333	190	461	139
Gene:WBGene00222800	900	903	2100	1945	86	95	25810	32754	2967	2703	5103	7216	1577	1776	911	2623	5253	5890	4644	3280	5359	3345	1675	1868	1163	1476	669	660	1084	1279	966	1307	1825	1919	2333	1765	3667	1027
Gene:WBGene00222801	75	18	88	65	8	14	736	1081	177	154	804	873	374	461	233	344	405	484	404	319	304	221	180	123	118	133	47	32	57	75	57	75	118	110	408	281	539	207
Gene:WBGene00222802	21	67	3635	2800	124	181	10074	7357	1347	745	98	135	21	25	13	38	54	76	19	18	624	3033	191	323	112	87	517	462	5253	5233	4354	4981	2942	3302	241	213	345	143
Gene:WBGene00222803	1555	1889	6096	5223	224	267	7259	8776	669	708	6244	6593	667	949	602	1266	3160	4170	2737	2272	2217	2103	3590	3299	2806	3574	3618	3082	9025	9835	8737	8728	9041	9496	640	735	1114	573
Gene:WBGene00222804	2156	2930	4576	3428	206	196	6079	6597	708	573	3927	4268	574	962	506	811	2016	2579	1987	1689	1671	1411	2039	2162	1835	2041	3955	3258	3951	4169	3219	3730	4067	4010	1211	748	1977	526
Gene:WBGene00222805	589	1012	1470	1165	45	71	2108	2181	230	193	1173	1521	276	515	266	582	899	1109	1025	812	842	705	962	1002	820	903	1225	1043	1274	1192	900	1077	1421	1468	663	624	1204	356
Gene:WBGene00222806	873	1271	3796	3032	207	245	3341	3788	583	544	2294	2322	198	289	180	435	1559	1812	1417	1170	1473	1338	1576	1649	1469	1743	1975	1667	1450	1549	1323	1569	1197	1463	249	258	435	266
Gene:WBGene00222807	256	440	993	942	70	68	4087	5978	638	686	2902	2578	995	1103	676	1426	3226	3575	4526	4057	3301	2904	3540	4379	4120	3143	1716	1401	1614	1501	1242	1405	1109	1166	1111	445	1780	474
Gene:WBGene00222808	2932	3283	5432	4507	525	490	3125	3265	815	664	4337	4489	276	436	295	592	2202	2677	1845	1650	1885	1851	2098	2357	1809	2228	2852	2318	2917	3506	2530	3304	6313	5926	658	737	1021	575
Gene:WBGene00222811	2	1	332	290	36	40	370	529	53	91	604	529	88	155	76	116	309	470	318	251	191	254	347	353	334	403	728	605	205	189	205	197	127	116	28	27	50	17
Gene:WBGene00222812	3042	2854	6486	5400	555	584	5657	6883	1386	1099	4719	5200	503	1124	649	919	2949	3545	2646	2256	2640	2796	3189	3819	2837	3514	5390	4896	4924	5196	4319	5204	6128	5671	906	1028	1472	484
Gene:WBGene00222813	1824	2413	8789	6862	357	389	18914	24753	2612	2622	19248	17731	2354	3177	1933	2844	7387	8483	7183	6665	6186	6848	6269	7730	6156	7268	7819	6672	5583	5720	4982	5776	5307	5243	1572	900	2222	635
Gene:WBGene00222814	3398	2387	7854	6802	492	657	4919	5001	1038	676	8936	6775	1487	2277	1458	1313	2986	4288	2849	2537	2322	2695	2681	3115	2722	3228	3448	2993	1976	2029	1864	2096	2527	2534	980	803	1130	600
Gene:WBGene00222815	901	1165	10918	9030	806	889	12967	15411	2175	1910	14747	15472	2285	3368	2060	3578	7266	8051	7087	6320	5712	5485	7216	7777	6148	9014	11229	9456	8468	9157	7714	8617	9846	9347	1164	1143	1894	779
Gene:WBGene00222816	0	0	24	15	2	0	96	183	35	21	223	220	20	44	25	47	77	102	91	87	48	57	24	34	34	33	35	24	25	35	20	11	21	41	130	75	156	75
Gene:WBGene00222817	4311	4168	8103	6582	349	375	10454	11859	1080	891	5493	6606	704	934	512	1639	5001	5970	4598	4158	5198	4518	3804	3709	3115	3878	3769	3560	2869	3150	2415	3087	3807	3994	1314	1210	2957	821
Gene:WBGene00222818	21	16	42	40	0	0	10258	14788	1041	1050	898	1110	10	36	24	20	21	21	4	2	501	650	172	277	173	293	952	676	308	275	253	285	201	214	7	1	12	2
Gene:WBGene00222819	6671	7679	23116	20764	566	621	33472	38668	2025	1962	17103	18361	2678	3781	2210	5311	11456	12831	10679	9374	7901	7139	10851	11207	9665	11382	10200	8765	9967	11287	8645	10902	12773	12678	3054	2808	6469	1901
Gene:WBGene00222820	54	74	474	533	7	8	10293	12321	778	665	495	463	57	111	67	72	220	184	178	99	2643	4363	1053	1122	493	478	461	365	1414	1627	1326	1583	4025	3968	138	121	292	66
Gene:WBGene00222821	3012	4044	9512	8865	552	627	18226	23148	2547	2309	11989	12797	498	499	344	1216	5776	6117	4965	4106	5732	5077	6235	6337	5157	5727	9577	8395	6644	7324	5716	6744	8446	8351	1284	1326	2525	920
Gene:WBGene00222822	817	1145	3001	2499	73	137	3480	3997	336	206	596	726	261	377	223	436	1564	1676	1529	1362	1303	1130	1426	1412	1214	1880	786	629	1730	1789	1229	1596	1613	1802	556	459	871	315
Gene:WBGene00222823	2031	3021	9006	7736	245	262	12202	14075	1011	856	5572	5807	1021	1393	764	1434	4690	5371	4350	3999	3811	3736	4640	4895	4331	4756	6869	5692	3640	3998	2848	3690	2926	2991	869	819	1576	562
Gene:WBGene00222824	1210	1477	10780	8996	592	786	23984	29875	4644	4546	21714	19717	1274	1608	936	1952	11164	13071	11985	10804	8728	9770	12666	14635	11989	13432	18620	15932	6934	6856	6091	7135	5254	5012	1222	927	1632	680
Gene:WBGene00222826	1	76	739	451	20	39	3662	4691	522	421	3656	4155	594	862	543	835	3934	3405	6922	7092	2242	2163	2735	2650	2736	2652	1182	1022	3551	3607	3277	4066	932	1043	164	135	200	68
Gene:WBGene00222827	2880	3421	9129	7113	619	818	6970	8347	1406	1215	6874	7068	752	1379	869	1093	3316	4190	2913	2574	2545	2570	2522	2931	2526	2982	5434	4520	3924	3892	3627	3856	4434	4304	814	600	1292	441
Gene:WBGene00222828	18	7	198	208	19	9	6344	8536	1163	940	1165	1431	187	359	168	467	513	515	493	479	447	259	252	216	229	211	101	74	77	62	66	55	94	95	36	16	52	15
Gene:WBGene00222829	2	2	10	17	2	0	610	762	247	248	522	454	195	386	196	234	128	182	177	161	82	90	55	67	70	60	33	30	10	13	21	12	12	29	19	9	16	5
Gene:WBGene00222830	117	304	528	470	29	17	1009	1157	131	154	1099	1173	128	182	90	174	307	408	332	318	295	314	52	71	19	31	69	43	153	179	146	207	349	428	492	315	786	242
Gene:WBGene00222831	0	0	0	0	0	0	0	2	0	0	10	1	0	0	0	3	2	1	2	3	4	2	1	0	0	7	364	326	1	3	1	0	1	0	2	4	4	3
Gene:WBGene00222832	1285	1208	2545	1970	144	146	2915	3335	418	387	3085	2620	561	784	414	477	1489	2218	1666	1561	1504	1495	1746	2188	1655	2009	1448	1255	1284	1217	1114	1314	1473	1642	336	282	444	236
Gene:WBGene00222833	1784	2645	5799	4462	332	428	4394	4653	946	659	3976	3961	312	444	316	548	2187	2511	2154	2135	2267	2240	1633	1722	1748	1823	3122	2550	3367	3675	2839	3528	4588	4592	726	615	1016	427
Gene:WBGene00222834	575	504	1184	1002	64	78	2835	3366	512	413	3985	3863	271	461	287	387	1510	1748	1194	1089	1211	1150	1163	1465	1223	1300	1111	982	830	913	735	885	918	842	324	300	386	148
Gene:WBGene00222835	30538	39563	71656	65705	1384	1734	105818	129978	5881	5021	38605	43402	3338	2975	2029	12961	28469	30064	30437	28127	23012	18958	27359	26538	24373	30814	32790	28726	33877	36535	28602	35543	48277	46727	6955	9891	20268	6710
